Go_Term,Name
GO:0016256,N-glycan processing to lysosome
GO:0008898,S-adenosylmethionine-homocysteine S-methyltransferase activity
GO:0033528,S-methylmethionine cycle
GO:0032454,histone H3K9 demethylase activity
GO:0140849,ATP-dependent H2AZ histone chaperone activity
GO:0019826,oxygen sensor activity
GO:0070026,nitric oxide binding
GO:0038060,nitric oxide-cGMP-mediated signaling
GO:0042985,negative regulation of amyloid precursor protein biosynthetic process
GO:0015670,carbon dioxide transport
GO:0050832,defense response to fungus
GO:0000731,DNA synthesis involved in DNA repair
GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein
GO:0051457,maintenance of protein location in nucleus
GO:0004095,carnitine O-palmitoyltransferase activity
GO:0005391,P-type sodium:potassium-exchanging transporter activity
GO:0008556,P-type potassium transmembrane transporter activity
GO:0010248,establishment or maintenance of transmembrane electrochemical gradient
GO:1990644,microtubule site clamp
GO:0045144,meiotic sister chromatid segregation
GO:0000012,single strand break repair
GO:0051026,chiasma assembly
GO:0051878,lateral element assembly
GO:0046328,regulation of JNK cascade
GO:0004352,glutamate dehydrogenase (NAD+) activity
GO:0006538,glutamate catabolic process
GO:0097177,mitochondrial ribosome binding
GO:0008831,dTDP-4-dehydrorhamnose reductase activity
GO:0048270,methionine adenosyltransferase regulator activity
GO:0019305,dTDP-rhamnose biosynthetic process
GO:0045226,extracellular polysaccharide biosynthetic process
GO:0004365,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity
GO:0004634,phosphopyruvate hydratase activity
GO:0000824,inositol tetrakisphosphate 3-kinase activity
GO:0000828,inositol hexakisphosphate kinase activity
GO:0001735,prenylcysteine oxidase activity
GO:0016670,"oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor"
GO:0030327,prenylated protein catabolic process
GO:0030328,prenylcysteine catabolic process
GO:0004161,dimethylallyltranstransferase activity
GO:0004337,geranyltranstransferase activity
GO:0045337,farnesyl diphosphate biosynthetic process
GO:0001006,RNA polymerase III type 3 promoter sequence-specific DNA binding
GO:0060261,positive regulation of transcription initiation by RNA polymerase II
GO:0036265,RNA (guanine-N7)-methylation
GO:0052642,lysophosphatidic acid phosphatase activity
GO:2001311,lysobisphosphatidic acid metabolic process
GO:0031293,membrane protein intracellular domain proteolysis
GO:1905897,regulation of response to endoplasmic reticulum stress
GO:0015990,electron transport coupled proton transport
GO:0023041,neuronal signal transduction
GO:0055001,muscle cell development
GO:0004849,uridine kinase activity
GO:0008655,pyrimidine-containing compound salvage
GO:0044206,UMP salvage
GO:2000210,positive regulation of anoikis
GO:2000811,negative regulation of anoikis
GO:0052572,response to host immune response
GO:0016403,dimethylargininase activity
GO:0000052,citrulline metabolic process
GO:0045429,positive regulation of nitric oxide biosynthetic process
GO:0035148,tube formation
GO:0048257,3'-flap endonuclease activity
GO:0001614,purinergic nucleotide receptor activity
GO:0033198,response to ATP
GO:0035590,purinergic nucleotide receptor signaling pathway
GO:0001665,"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity"
GO:0008373,sialyltransferase activity
GO:0001574,ganglioside biosynthetic process
GO:1900461,positive regulation of pseudohyphal growth by positive regulation of transcription from RNA polymerase II promoter
GO:0051262,protein tetramerization
GO:0008475,procollagen-lysine 5-dioxygenase activity
GO:0004648,O-phospho-L-serine:2-oxoglutarate aminotransferase activity
GO:0006563,L-serine metabolic process
GO:0004807,triose-phosphate isomerase activity
GO:0019563,glycerol catabolic process
GO:0046166,glyceraldehyde-3-phosphate biosynthetic process
GO:0000994,RNA polymerase III core binding
GO:0016480,negative regulation of transcription by RNA polymerase III
GO:0006356,regulation of transcription by RNA polymerase I
GO:0030308,negative regulation of cell growth
GO:0001681,sialate O-acetylesterase activity
GO:1901222,regulation of non-canonical NF-kappaB signal transduction
GO:0036159,inner dynein arm assembly
GO:0030165,PDZ domain binding
GO:0043515,kinetochore binding
GO:0007517,muscle organ development
GO:0005523,tropomyosin binding
GO:0030239,myofibril assembly
GO:0051694,pointed-end actin filament capping
GO:0035617,stress granule disassembly
GO:1990166,protein localization to site of double-strand break
GO:2000781,positive regulation of double-strand break repair
GO:0051012,microtubule sliding
GO:0015886,heme transport
GO:0061666,UFM1 ligase activity
GO:0071568,UFM1 transferase activity
GO:0004385,guanylate kinase activity
GO:0006163,purine nucleotide metabolic process
GO:0046710,GDP metabolic process
GO:0035259,nuclear glucocorticoid receptor binding
GO:0071376,cellular response to corticotropin-releasing hormone stimulus
GO:0021520,spinal cord motor neuron cell fate specification
GO:0102389,polyprenol reductase activity
GO:0016095,polyprenol catabolic process
GO:0019348,dolichol metabolic process
GO:2000234,positive regulation of rRNA processing
GO:0018423,protein C-terminal leucine carboxyl O-methyltransferase activity
GO:0033306,phytol metabolic process
GO:0051960,regulation of nervous system development
GO:0072345,NAADP-sensitive calcium-release channel activity
GO:0106217,tRNA C3-cytosine methylation
GO:0061355,Wnt protein secretion
GO:0042281,"dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
GO:2001243,negative regulation of intrinsic apoptotic signaling pathway
GO:0033188,sphingomyelin synthase activity
GO:0047493,ceramide cholinephosphotransferase activity
GO:0030160,synaptic receptor adaptor activity
GO:0035255,ionotropic glutamate receptor binding
GO:0001837,epithelial to mesenchymal transition
GO:0021849,neuroblast division in subventricular zone
GO:0060234,neuroblast delamination
GO:0106388,18S rRNA aminocarboxypropyltransferase activity
GO:0070126,mitochondrial translational termination
GO:1901379,regulation of potassium ion transmembrane transport
GO:0004768,stearoyl-CoA 9-desaturase activity
GO:0009979,16:0 monogalactosyldiacylglycerol desaturase activity
GO:0015439,ABC-type heme transporter activity
GO:0035351,heme transmembrane transport
GO:0032786,"positive regulation of DNA-templated transcription, elongation"
GO:0002151,G-quadruplex RNA binding
GO:0009299,mRNA transcription
GO:0009416,response to light stimulus
GO:0071074,eukaryotic initiation factor eIF2 binding
GO:0009838,abscission
GO:0044878,mitotic cytokinesis checkpoint signaling
GO:0004340,glucokinase activity
GO:0004396,hexokinase activity
GO:0005536,glucose binding
GO:0008865,fructokinase activity
GO:0019158,mannokinase activity
GO:0001678,intracellular glucose homeostasis
GO:0019318,hexose metabolic process
GO:0030791,arsenite methyltransferase activity
GO:0030792,methylarsonite methyltransferase activity
GO:0009404,toxin metabolic process
GO:0018872,arsonoacetate metabolic process
GO:0016444,somatic cell DNA recombination
GO:1902979,mitotic DNA replication termination
GO:0061863,microtubule plus end polymerase
GO:0030951,establishment or maintenance of microtubule cytoskeleton polarity
GO:2001135,regulation of endocytic recycling
GO:0004103,choline kinase activity
GO:0004852,uroporphyrinogen-III synthase activity
GO:0006780,uroporphyrinogen III biosynthetic process
GO:0009039,urease activity
GO:0043419,urea catabolic process
GO:0004326,tetrahydrofolylpolyglutamate synthase activity
GO:0016881,acid-amino acid ligase activity
GO:0046901,tetrahydrofolylpolyglutamate biosynthetic process
GO:0033138,positive regulation of peptidyl-serine phosphorylation
GO:0004058,aromatic-L-amino-acid decarboxylase activity
GO:0042427,serotonin biosynthetic process
GO:0050211,procollagen galactosyltransferase activity
GO:0008545,JUN kinase kinase activity
GO:0050681,nuclear androgen receptor binding
GO:0032190,acrosin binding
GO:0035804,structural constituent of egg coat
GO:0060468,prevention of polyspermy
GO:0030832,regulation of actin filament length
GO:0007601,visual perception
GO:0051491,positive regulation of filopodium assembly
GO:0042326,negative regulation of phosphorylation
GO:0030301,cholesterol transport
GO:0099044,vesicle tethering to endoplasmic reticulum
GO:0001955,blood vessel maturation
GO:0002040,sprouting angiogenesis
GO:0045027,DNA end binding
GO:0005381,iron ion transmembrane transporter activity
GO:0034755,iron ion transmembrane transport
GO:0015086,cadmium ion transmembrane transporter activity
GO:0010042,response to manganese ion
GO:0055071,manganese ion homeostasis
GO:0070574,cadmium ion transmembrane transport
GO:0051257,meiotic spindle midzone assembly
GO:0004001,adenosine kinase activity
GO:0048311,mitochondrion distribution
GO:0098957,anterograde axonal transport of mitochondrion
GO:0140223,general transcription initiation factor activity
GO:0010484,histone H3 acetyltransferase activity
GO:0035516,broad specificity oxidative DNA demethylase activity
GO:0035513,oxidative RNA demethylation
GO:0035552,oxidative single-stranded DNA demethylation
GO:0010349,L-galactose dehydrogenase activity
GO:0045290,D-arabinose 1-dehydrogenase [NAD(P)+] activity
GO:0070485,"dehydro-D-arabinono-1,4-lactone biosynthetic process"
GO:0019237,centromeric DNA binding
GO:0051455,spindle attachment to meiosis I kinetochore
GO:0004756,"selenide, water dikinase activity"
GO:0016260,selenocysteine biosynthetic process
GO:0010756,positive regulation of plasminogen activation
GO:0005545,1-phosphatidylinositol binding
GO:0008983,protein-glutamate O-methyltransferase activity
GO:0051998,protein carboxyl O-methyltransferase activity
GO:0097023,fructose 6-phosphate aldolase activity
GO:0103026,fructose-1-phosphatase activity
GO:0055070,copper ion homeostasis
GO:1902306,negative regulation of sodium ion transmembrane transport
GO:0031445,regulation of heterochromatin formation
GO:0045740,positive regulation of DNA replication
GO:0003786,actin lateral binding
GO:0008650,rRNA (uridine-2'-O-)-methyltransferase activity
GO:0036465,synaptic vesicle recycling
GO:0030011,maintenance of cell polarity
GO:0030511,positive regulation of transforming growth factor beta receptor signaling pathway
GO:0140938,histone H3 methyltransferase activity
GO:0060088,auditory receptor cell stereocilium organization
GO:0033036,macromolecule localization
GO:0071528,tRNA re-export from nucleus
GO:0048018,receptor ligand activity
GO:0038098,sequestering of BMP from receptor via BMP binding
GO:0070736,"protein-glycine ligase activity, initiating"
GO:0070735,protein-glycine ligase activity
GO:0009007,site-specific DNA-methyltransferase (adenine-specific) activity
GO:0140640,"catalytic activity, acting on a nucleic acid"
GO:0048066,developmental pigmentation
GO:0044344,cellular response to fibroblast growth factor stimulus
GO:0045743,positive regulation of fibroblast growth factor receptor signaling pathway
GO:1902230,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage
GO:0016300,tRNA (uridine) methyltransferase activity
GO:0141101,tRNA(Ser) (uridine(44)-2'-O-)-methyltransferase activity
GO:1903232,melanosome assembly
GO:0004689,phosphorylase kinase activity
GO:0070878,primary miRNA binding
GO:0042975,peroxisome proliferator activated receptor binding
GO:0030003,intracellular monoatomic cation homeostasis
GO:0090063,positive regulation of microtubule nucleation
GO:0140567,membrane protein dislocase activity
GO:0140569,extraction of mislocalized protein from ER membrane
GO:0080129,proteasome core complex assembly
GO:1990430,extracellular matrix protein binding
GO:1902903,regulation of supramolecular fiber organization
GO:0046340,diacylglycerol catabolic process
GO:0031623,receptor internalization
GO:0008340,determination of adult lifespan
GO:0031991,regulation of actomyosin contractile ring contraction
GO:0032955,regulation of division septum assembly
GO:0019797,procollagen-proline 3-dioxygenase activity
GO:0032963,collagen metabolic process
GO:0016242,negative regulation of macroautophagy
GO:0051247,positive regulation of protein metabolic process
GO:0003994,aconitate hydratase activity
GO:0030350,iron-responsive element binding
GO:0061578,K63-linked deubiquitinase activity
GO:0140492,metal-dependent deubiquitinase activity
GO:0071617,lysophospholipid acyltransferase activity
GO:0030258,lipid modification
GO:0035330,regulation of hippo signaling
GO:0046621,negative regulation of organ growth
GO:0071875,adrenergic receptor signaling pathway
GO:0004408,holocytochrome-c synthase activity
GO:0070973,protein localization to endoplasmic reticulum exit site
GO:0030331,nuclear estrogen receptor binding
GO:1990244,histone H2AT120 kinase activity
GO:0019787,ubiquitin-like protein transferase activity
GO:0001675,acrosome assembly
GO:0007289,spermatid nucleus differentiation
GO:0045109,intermediate filament organization
GO:0031151,histone H3K79 methyltransferase activity
GO:0140956,histone H3K79 trimethyltransferase activity
GO:0046813,receptor-mediated virion attachment to host cell
GO:0140575,transmembrane monodehydroascorbate reductase activity
GO:0003905,alkylbase DNA N-glycosylase activity
GO:0008725,DNA-3-methyladenine glycosylase activity
GO:0043916,DNA-7-methylguanine glycosylase activity
GO:0052821,DNA-7-methyladenine glycosylase activity
GO:0052822,DNA-3-methylguanine glycosylase activity
GO:0009691,cytokinin biosynthetic process
GO:0009702,L-arabinokinase activity
GO:0009882,blue light photoreceptor activity
GO:0009785,blue light signaling pathway
GO:0140663,ATP-dependent FeS chaperone activity
GO:0009851,auxin biosynthetic process
GO:0010824,regulation of centrosome duplication
GO:0006266,DNA ligation
GO:1903461,Okazaki fragment processing involved in mitotic DNA replication
GO:0005123,death receptor binding
GO:0089720,caspase binding
GO:0004018,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity"
GO:0070626,(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido) succinate lyase (fumarate-forming) activity
GO:0009152,purine ribonucleotide biosynthetic process
GO:0034474,U2 snRNA 3'-end processing
GO:0005154,epidermal growth factor receptor binding
GO:0015039,NADPH-adrenodoxin reductase activity
GO:0120170,intraciliary transport particle B binding
GO:0035720,intraciliary anterograde transport
GO:0018064,protein-L-histidine N-tele-methyltransferase activity
GO:0008418,protein-N-terminal asparagine amidohydrolase activity
GO:0051145,smooth muscle cell differentiation
GO:0001042,RNA polymerase I core binding
GO:0001181,RNA polymerase I general transcription initiation factor activity
GO:0006361,transcription initiation at RNA polymerase I promoter
GO:0035020,regulation of Rac protein signal transduction
GO:0003867,4-aminobutyrate transaminase activity
GO:0034386,4-aminobutyrate:2-oxoglutarate transaminase activity
GO:0047298,(S)-3-amino-2-methylpropionate transaminase activity
GO:0009448,gamma-aminobutyric acid metabolic process
GO:0061860,DNA clamp unloader activity
GO:0090618,DNA clamp unloading
GO:0022604,regulation of cell morphogenesis
GO:0051020,GTPase binding
GO:0036312,phosphatidylinositol 3-kinase regulatory subunit binding
GO:0034333,adherens junction assembly
GO:0070830,bicellular tight junction assembly
GO:0015217,ADP transmembrane transporter activity
GO:0015230,FAD transmembrane transporter activity
GO:0044610,FMN transmembrane transporter activity
GO:0080122,AMP transmembrane transporter activity
GO:0035349,coenzyme A transmembrane transport
GO:0035350,FAD transmembrane transport
GO:0080121,AMP transport
GO:0008703,5-amino-6-(5-phosphoribosylamino)uracil reductase activity
GO:0009231,riboflavin biosynthetic process
GO:0033829,O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity
GO:0008193,tRNA guanylyltransferase activity
GO:0099116,tRNA 5'-end processing
GO:0005229,intracellularly calcium-gated chloride channel activity
GO:0072320,volume-sensitive chloride channel activity
GO:0004677,DNA-dependent protein kinase activity
GO:0033152,immunoglobulin V(D)J recombination
GO:0008670,"2,4-dienoyl-CoA reductase (NADPH) activity"
GO:0003940,L-iduronidase activity
GO:0051898,negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
GO:0032053,ciliary basal body organization
GO:1903723,negative regulation of centriole elongation
GO:0061172,regulation of establishment of bipolar cell polarity
GO:0047186,N-acetylneuraminate 7-O(or 9-O)-acetyltransferase activity
GO:0010411,xyloglucan metabolic process
GO:0045492,xylan biosynthetic process
GO:1990937,xylan acetylation
GO:0004753,saccharopine dehydrogenase activity
GO:0060335,positive regulation of type II interferon-mediated signaling pathway
GO:0010457,centriole-centriole cohesion
GO:0016601,Rac protein signal transduction
GO:0034477,U6 snRNA 3'-end processing
GO:0004363,glutathione synthase activity
GO:0043295,glutathione binding
GO:0006750,glutathione biosynthetic process
GO:0042910,xenobiotic transmembrane transporter activity
GO:1990961,xenobiotic detoxification by transmembrane export across the plasma membrane
GO:0031870,thromboxane A2 receptor binding
GO:0046548,retinal rod cell development
GO:0017168,5-oxoprolinase (ATP-hydrolyzing) activity
GO:0038100,nodal binding
GO:0070697,activin receptor binding
GO:0001568,blood vessel development
GO:0038092,nodal signaling pathway
GO:0001734,mRNA (N6-adenosine)-methyltransferase activity
GO:0016422,mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity
GO:0008934,inositol monophosphate 1-phosphatase activity
GO:0052832,inositol monophosphate 3-phosphatase activity
GO:0052833,inositol monophosphate 4-phosphatase activity
GO:0052834,inositol monophosphate phosphatase activity
GO:0070129,regulation of mitochondrial translation
GO:0010608,post-transcriptional regulation of gene expression
GO:0004754,"saccharopine dehydrogenase (NAD+, L-lysine-forming) activity"
GO:0009085,lysine biosynthetic process
GO:0003920,GMP reductase activity
GO:0034204,lipid translocation
GO:0034979,NAD-dependent protein deacetylase activity
GO:0045589,regulation of regulatory T cell differentiation
GO:0033149,FFAT motif binding
GO:1904158,axonemal central apparatus assembly
GO:0004666,prostaglandin-endoperoxide synthase activity
GO:0019371,cyclooxygenase pathway
GO:0031408,oxylipin biosynthetic process
GO:0008810,cellulase activity
GO:0030245,cellulose catabolic process
GO:0090222,centrosome-templated microtubule nucleation
GO:0007089,traversing start control point of mitotic cell cycle
GO:0031396,regulation of protein ubiquitination
GO:0010634,positive regulation of epithelial cell migration
GO:0046426,negative regulation of receptor signaling pathway via JAK-STAT
GO:0070373,negative regulation of ERK1 and ERK2 cascade
GO:0015067,amidinotransferase activity
GO:0015068,glycine amidinotransferase activity
GO:0006601,creatine biosynthetic process
GO:0004582,dolichyl-phosphate beta-D-mannosyltransferase activity
GO:0000481,maturation of 5S rRNA
GO:0015930,glutamate synthase activity
GO:0016040,glutamate synthase (NADH) activity
GO:0019676,ammonia assimilation cycle
GO:0051538,"3 iron, 4 sulfur cluster binding"
GO:0097054,L-glutamate biosynthetic process
GO:0017176,phosphatidylinositol N-acetylglucosaminyltransferase activity
GO:0004411,"homogentisate 1,2-dioxygenase activity"
GO:0042491,inner ear auditory receptor cell differentiation
GO:0031509,subtelomeric heterochromatin formation
GO:0004057,arginyl-tRNA--protein transferase activity
GO:0070139,SUMO-specific endopeptidase activity
GO:0043271,negative regulation of monoatomic ion transport
GO:0016185,synaptic vesicle budding from presynaptic endocytic zone membrane
GO:0051169,nuclear transport
GO:0051168,nuclear export
GO:0048172,regulation of short-term neuronal synaptic plasticity
GO:0047988,hydroxyacid-oxoacid transhydrogenase activity
GO:0050732,negative regulation of peptidyl-tyrosine phosphorylation
GO:0050869,negative regulation of B cell activation
GO:2000304,positive regulation of ceramide biosynthetic process
GO:0009893,positive regulation of metabolic process
GO:0090251,protein localization involved in establishment of planar polarity
GO:0015343,siderophore-iron transmembrane transporter activity
GO:0005520,insulin-like growth factor binding
GO:0015643,toxic substance binding
GO:0016768,spermine synthase activity
GO:0050262,ribosylnicotinamide kinase activity
GO:0016259,selenocysteine metabolic process
GO:0050080,malonyl-CoA decarboxylase activity
GO:2001294,malonyl-CoA catabolic process
GO:0030215,semaphorin receptor binding
GO:0045499,chemorepellent activity
GO:0001755,neural crest cell migration
GO:0048843,negative regulation of axon extension involved in axon guidance
GO:0050919,negative chemotaxis
GO:0070728,leucine binding
GO:0071233,cellular response to leucine
GO:1901031,regulation of response to reactive oxygen species
GO:1990253,cellular response to leucine starvation
GO:0097681,double-strand break repair via alternative nonhomologous end joining
GO:0008478,pyridoxal kinase activity
GO:0009443,pyridoxal 5'-phosphate salvage
GO:0038066,p38MAPK cascade
GO:0004445,inositol-polyphosphate 5-phosphatase activity
GO:0034485,"phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity"
GO:0015213,uridine transmembrane transporter activity
GO:0015862,uridine transport
GO:0000033,"alpha-1,3-mannosyltransferase activity"
GO:0004378,"GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity"
GO:0102704,"GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase activity"
GO:0004470,malic enzyme activity
GO:0004473,malate dehydrogenase (decarboxylating) (NADP+) activity
GO:0003883,CTP synthase activity
GO:0019856,pyrimidine nucleobase biosynthetic process
GO:0044210,'de novo' CTP biosynthetic process
GO:0003989,acetyl-CoA carboxylase activity
GO:2001295,malonyl-CoA biosynthetic process
GO:0048101,"calmodulin-activated 3',5'-cyclic-GMP phosphodiesterase activity"
GO:0006703,estrogen biosynthetic process
GO:0009437,carnitine metabolic process
GO:0000349,generation of catalytic spliceosome for first transesterification step
GO:0034462,small-subunit processome assembly
GO:0048205,COPI coating of Golgi vesicle
GO:2001136,negative regulation of endocytic recycling
GO:0015183,L-aspartate transmembrane transporter activity
GO:0015810,aspartate transmembrane transport
GO:0043490,malate-aspartate shuttle
GO:0070778,L-aspartate transmembrane transport
GO:0003810,protein-glutamine gamma-glutamyltransferase activity
GO:0043010,camera-type eye development
GO:0097711,ciliary basal body-plasma membrane docking
GO:1905349,ciliary transition zone assembly
GO:0004505,phenylalanine 4-monooxygenase activity
GO:0016714,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen"
GO:0019293,"tyrosine biosynthetic process, by oxidation of phenylalanine"
GO:0004104,cholinesterase activity
GO:0050201,fucokinase activity
GO:0042352,GDP-L-fucose salvage
GO:0004465,lipoprotein lipase activity
GO:0098921,retrograde trans-synaptic signaling by endocannabinoid
GO:0004096,catalase activity
GO:0050509,N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity
GO:0022832,voltage-gated channel activity
GO:0097682,"intracellularly phosphatidylinositol-3,5-bisphosphate-gated monatomic cation channel activity"
GO:0075509,endocytosis involved in viral entry into host cell
GO:0008510,sodium:bicarbonate symporter activity
GO:0004630,phospholipase D activity
GO:0060627,regulation of vesicle-mediated transport
GO:0004329,formate-tetrahydrofolate ligase activity
GO:0004477,methenyltetrahydrofolate cyclohydrolase activity
GO:0004486,methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity
GO:0004488,methylenetetrahydrofolate dehydrogenase (NADP+) activity
GO:0045945,positive regulation of transcription by RNA polymerase III
GO:0071596,ubiquitin-dependent protein catabolic process via the N-end rule pathway
GO:0015368,calcium:monoatomic cation antiporter activity
GO:0015369,calcium:proton antiporter activity
GO:0008331,high voltage-gated calcium channel activity
GO:0045217,cell-cell junction maintenance
GO:0004088,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
GO:0004070,aspartate carbamoyltransferase activity
GO:0004151,dihydroorotase activity
GO:0004687,myosin light chain kinase activity
GO:0035315,hair cell differentiation
GO:0009889,regulation of biosynthetic process
GO:0071566,UFM1 activating enzyme activity
GO:0016922,nuclear receptor binding
GO:0045540,regulation of cholesterol biosynthetic process
GO:0052735,tRNA (cytidine-3-)-methyltransferase activity
GO:0042048,olfactory behavior
GO:1902093,positive regulation of flagellated sperm motility
GO:1990834,response to odorant
GO:0034504,protein localization to nucleus
GO:0042177,negative regulation of protein catabolic process
GO:0042908,xenobiotic transport
GO:0045742,positive regulation of epidermal growth factor receptor signaling pathway
GO:0031835,substance P receptor binding
GO:0007217,tachykinin receptor signaling pathway
GO:0000285,1-phosphatidylinositol-3-phosphate 5-kinase activity
GO:0047349,D-ribitol-5-phosphate cytidylyltransferase activity
GO:0070567,cytidylyltransferase activity
GO:0008088,axo-dendritic transport
GO:0048675,axon extension
GO:0071542,dopaminergic neuron differentiation
GO:1990518,single-stranded 3'-5' DNA helicase activity
GO:1902969,mitotic DNA replication
GO:0004117,"calmodulin-activated dual specificity 3',5'-cyclic-GMP, 3',5'-cyclic-AMP phosphodiesterase activity"
GO:0004719,protein-L-isoaspartate (D-aspartate) O-methyltransferase activity
GO:1902749,regulation of cell cycle G2/M phase transition
GO:0051103,DNA ligation involved in DNA repair
GO:0051246,regulation of protein metabolic process
GO:1990625,negative regulation of cytoplasmic translational initiation in response to stress
GO:0017178,diphthine-ammonia ligase activity
GO:0008458,carnitine O-octanoyltransferase activity
GO:0099518,vesicle cytoskeletal trafficking
GO:0003896,DNA primase activity
GO:0001760,aminocarboxymuconate-semialdehyde decarboxylase activity
GO:1904985,negative regulation of quinolinate biosynthetic process
GO:0004997,thyrotropin-releasing hormone receptor activity
GO:0000224,peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity
GO:0006516,glycoprotein catabolic process
GO:0140801,histone H2AXY142 kinase activity
GO:0004558,"alpha-1,4-glucosidase activity"
GO:0090599,alpha-glucosidase activity
GO:0051300,spindle pole body organization
GO:0004853,uroporphyrinogen decarboxylase activity
GO:0052866,phosphatidylinositol phosphate phosphatase activity
GO:0099152,"regulation of neurotransmitter receptor transport, endosome to postsynaptic membrane"
GO:0099158,regulation of recycling endosome localization within postsynapse
GO:1905244,regulation of modification of synaptic structure
GO:0004170,dUTP diphosphatase activity
GO:0006226,dUMP biosynthetic process
GO:0046081,dUTP catabolic process
GO:0001156,TFIIIC-class transcription factor complex binding
GO:0070898,RNA polymerase III preinitiation complex assembly
GO:0008176,tRNA (guanine(46)-N7)-methyltransferase activity
GO:0106004,tRNA (guanine-N7)-methylation
GO:0005052,peroxisome matrix targeting signal-1 binding
GO:0047130,"saccharopine dehydrogenase (NADP+, L-lysine-forming) activity"
GO:0047131,"saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity"
GO:0006553,lysine metabolic process
GO:0004360,glutamine-fructose-6-phosphate transaminase (isomerizing) activity
GO:0006047,UDP-N-acetylglucosamine metabolic process
GO:0004616,phosphogluconate dehydrogenase (decarboxylating) activity
GO:0008114,phosphogluconate 2-dehydrogenase activity
GO:0019521,D-gluconate metabolic process
GO:0006625,protein targeting to peroxisome
GO:0050909,sensory perception of taste
GO:1900029,positive regulation of ruffle assembly
GO:0000827,"inositol-1,3,4,5,6-pentakisphosphate kinase activity"
GO:0000829,inositol heptakisphosphate kinase activity
GO:0000832,inositol hexakisphosphate 5-kinase activity
GO:0033857,diphosphoinositol-pentakisphosphate kinase activity
GO:0052723,inositol hexakisphosphate 1-kinase activity
GO:0052724,inositol hexakisphosphate 3-kinase activity
GO:0006544,glycine metabolic process
GO:0140932,5'-(N(7)-methyl 5'-triphosphoguanosine)-[mRNA] diphosphatase activity
GO:0110156,mRNA methylguanosine-cap decapping
GO:0017125,deoxycytidyl transferase activity
GO:0051496,positive regulation of stress fiber assembly
GO:0071885,N-terminal protein N-methyltransferase activity
GO:0003844,"1,4-alpha-glucan branching enzyme activity"
GO:0005982,starch metabolic process
GO:0102752,"1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)"
GO:0008531,riboflavin kinase activity
GO:0006771,riboflavin metabolic process
GO:0009398,FMN biosynthetic process
GO:0005003,ephrin receptor activity
GO:0033980,phosphonopyruvate decarboxylase activity
GO:0032923,organic phosphonate biosynthetic process
GO:0004061,arylformamidase activity
GO:0090557,establishment of endothelial intestinal barrier
GO:1905605,positive regulation of blood-brain barrier permeability
GO:0000448,"cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0003963,RNA-3'-phosphate cyclase activity
GO:0006354,DNA-templated transcription elongation
GO:0032784,regulation of DNA-templated transcription elongation
GO:0004020,adenylylsulfate kinase activity
GO:0004781,sulfate adenylyltransferase (ATP) activity
GO:0050428,3'-phosphoadenosine 5'-phosphosulfate biosynthetic process
GO:0004028,3-chloroallyl aldehyde dehydrogenase activity
GO:0006081,cellular aldehyde metabolic process
GO:0061632,RNA lariat debranching enzyme activator activity
GO:0102521,tRNA-4-demethylwyosine synthase activity
GO:0072518,Rho-dependent protein serine/threonine kinase activity
GO:1901888,regulation of cell junction assembly
GO:0070005,cysteine-type aminopeptidase activity
GO:0043418,homocysteine catabolic process
GO:0034486,vacuolar transmembrane transport
GO:0008817,corrinoid adenosyltransferase activity
GO:0004566,beta-glucuronidase activity
GO:0019391,glucuronoside catabolic process
GO:0072572,poly-ADP-D-ribose binding
GO:0072665,protein localization to vacuole
GO:0019172,glyoxalase III activity
GO:0019249,lactate biosynthetic process
GO:0015137,citrate transmembrane transporter activity
GO:1901702,salt transmembrane transporter activity
GO:0097016,L27 domain binding
GO:0007269,neurotransmitter secretion
GO:0045199,maintenance of epithelial cell apical/basal polarity
GO:1903361,protein localization to basolateral plasma membrane
