"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","protein","domain"
"Nvec-vc1.1-XM-001632266.3.1",5.84352856833113e-07,-0.653313095644174,0.183,0.284,0.00966227448773552,"1","Nvec-vc1.1-XM-001632266.3",NA,NA
"Nvec-vc1.1-XM-001625813.3.1",0.00779288760691451,0.406923675405465,0.282,0.168,1,"3","Nvec-vc1.1-XM-001625813.3",NA,NA
"Nvec-vc1.1-XM-001633638.3.1",6.19069123070927e-07,-0.722987018829546,0.193,0.292,0.0102363079499778,"1","Nvec-vc1.1-XM-001633638.3",NA,NA
"Nvec-NVE3898.1",6.29178716541914e-07,0.521904050317728,0.266,0.187,0.0104034700780206,"1","Nvec-NVE3898",NA,NA
"Nvec-vc1.1-XM-001640937.3.1",6.43865547144928e-07,0.358214845296443,0.481,0.399,0.0106463168220414,"1","Nvec-vc1.1-XM-001640937.3",NA,NA
"Nvec-vc1.1-XM-032381371.2.2",2.06884349464088e-12,-1.31955418993906,0.182,0.298,3.42083271838869e-08,"2","Nvec-vc1.1-XM-032381371.2",NA,NA
"Nvec-vc1.1-XM-032383397.2.1",6.96921593281434e-07,0.501189498503702,0.306,0.229,0.0115235985449085,"1","Nvec-vc1.1-XM-032383397.2",NA,NA
"Nvec-vc1.1-XM-048733771.1.2",4.52442891369054e-05,0.627350421764158,0.519,0.317,0.748114320878731,"3","Nvec-vc1.1-XM-048733771.1",NA,NA
"Nvec-vc1.1-XM-001630088.3.1",7.01214763695187e-07,0.515806499629951,0.285,0.208,0.0115945861176999,"1","Nvec-vc1.1-XM-001630088.3",NA,NA
"Nvec-vc1.1-XM-032375896.2.1",7.08048954484473e-07,-0.788130293188981,0.168,0.264,0.0117075894624008,"1","Nvec-vc1.1-XM-032375896.2",NA,NA
"Nvec-vc1.1-XM-048721900.1.2",2.96256896278624e-12,0.735984911729552,0.416,0.27,4.89860777996704e-08,"2","Nvec-vc1.1-XM-048721900.1",NA,NA
"Nvec-vc1.1-XM-032385126.2.1",7.7404143741476e-07,0.448087939726641,0.306,0.229,0.0127987751676531,"1","Nvec-vc1.1-XM-032385126.2",NA,NA
"Nvec-vc1.1-XM-032387315.2.2",3.76453862323295e-12,-0.920591506918246,0.199,0.337,6.22466461351569e-08,"2","Nvec-vc1.1-XM-032387315.2",NA,NA
"Nvec-vc1.1-XM-032364777.2.1",3.84144312006321e-12,-1.01950699495107,0.147,0.265,6.35182619902452e-08,"2","Nvec-vc1.1-XM-032364777.2",NA,NA
"Nvec-vc1.1-XM-032383036.2.2",3.75840738446809e-19,-2.50778475365292,0.122,0.484,6.21452661021799e-15,"3","Nvec-vc1.1-XM-032383036.2",NA,NA
"Nvec-vc1.1-XM-001633078.3.1",4.20411127312237e-12,0.711866224137844,0.363,0.227,6.95149799010783e-08,"2","Nvec-vc1.1-XM-001633078.3",NA,NA
"Nvec-vc1.1-XM-032370732.2.1",4.57629814001255e-12,-0.705343190686067,0.299,0.419,7.56690897451075e-08,"2","Nvec-vc1.1-XM-032370732.2",NA,NA
"Nvec-vc1.1-XM-048734719.1.1",5.14410750463563e-12,-0.598135001123292,0.533,0.611,8.50578175891502e-08,"2","Nvec-vc1.1-XM-048734719.1",NA,NA
"Nvec-v1g79705.1",1.03332617093974e-06,0.492601314223281,0.258,0.185,0.0170860482364886,"1","Nvec-v1g79705",NA,NA
"Nvec-vc1.1-XM-048729920.1.1",5.67473000685123e-12,0.735812629980272,0.302,0.18,9.38316606632851e-08,"2","Nvec-vc1.1-XM-048729920.1",NA,NA
"Nvec-vc1.1-XM-001630322.3.1",5.83333997725205e-12,-0.979560074352467,0.209,0.326,9.64542765238626e-08,"2","Nvec-vc1.1-XM-001630322.3",NA,NA
"Nvec-vc1.1-XM-048720024.1.1",6.55125013607077e-12,-0.543624535804498,0.578,0.66,1.0832492099993e-07,"2","Nvec-vc1.1-XM-048720024.1",NA,NA
"Nvec-vc1.1-XM-001631163.3.1",1.10242429167565e-06,0.459194356054986,0.337,0.26,0.0182285856628569,"1","Nvec-vc1.1-XM-001631163.3",NA,NA
"Nvec-vc1.1-XM-032363375.2.1",1.21773410108592e-06,0.509487155903236,0.298,0.218,0.0201352333614557,"1","Nvec-vc1.1-XM-032363375.2",NA,NA
"Nvec-vc1.1-XM-001628834.3.1",9.45077159920821e-12,-0.378680977205774,0.666,0.733,1.56268508392908e-07,"2","Nvec-vc1.1-XM-001628834.3",NA,NA
"Nvec-vc1.1-XM-001628023.3.2",9.61032435191445e-12,-0.442886168871588,0.637,0.711,1.58906713158905e-07,"2","Nvec-vc1.1-XM-001628023.3",NA,NA
"Nvec-vc1.1-XM-001635255.3.1",1.37593736836548e-06,-0.711816042939462,0.26,0.356,0.0227511243859232,"1","Nvec-vc1.1-XM-001635255.3",NA,NA
"Nvec-vc1.1-XM-032383766.2.1",1.41689670786629e-06,-0.651590285205558,0.196,0.291,0.0234283870645691,"1","Nvec-vc1.1-XM-032383766.2",NA,NA
"Nvec-v1g240931.1",1.57349249767578e-06,-0.566463256942267,0.341,0.44,0.026017698449069,"1","Nvec-v1g240931",NA,NA
"Nvec-vc1.1-XM-032371113.2.1",1.17511944202922e-11,0.656890594714997,0.333,0.203,1.94305999739532e-07,"2","Nvec-vc1.1-XM-032371113.2",NA,NA
"Nvec-vc1.1-XM-048725210.1.1",1.72498249134964e-06,-0.675580571018576,0.306,0.402,0.0285225854944664,"1","Nvec-vc1.1-XM-048725210.1",NA,NA
"Nvec-vc1.1-XM-001627792.3.1",1.75700744646626e-06,-0.897458660553433,0.193,0.281,0.0290521181273197,"1","Nvec-vc1.1-XM-001627792.3",NA,NA
"Nvec-vc1.1-XM-001637026.3.2",2.2024485913556e-18,-2.33797376016485,0.327,0.601,3.64174874580649e-14,"3","Nvec-vc1.1-XM-001637026.3",NA,NA
"Nvec-vc1.1-XM-001626692.3.1",1.28603639494192e-11,0.763965437293012,0.369,0.24,2.12646117903647e-07,"2","Nvec-vc1.1-XM-001626692.3",NA,NA
"Nvec-vc1.1-XM-048731219.1.1",1.28849728383047e-11,0.649884333517503,0.41,0.264,2.13053025881368e-07,"2","Nvec-vc1.1-XM-048731219.1",NA,NA
"Nvec-vc1.1-XM-001631060.3.1",1.30682295827953e-11,0.612406419832978,0.529,0.379,2.16083176151521e-07,"2","Nvec-vc1.1-XM-001631060.3",NA,NA
"Nvec-vc1.1-XM-001633573.3.1",1.31609848806399e-11,-0.952295413100167,0.142,0.258,2.17616885001381e-07,"2","Nvec-vc1.1-XM-001633573.3",NA,NA
"Nvec-vc1.1-XM-001640977.3.1",2.3499905815732e-06,-0.625008296138561,0.282,0.379,0.0388570942663129,"1","Nvec-vc1.1-XM-001640977.3",NA,NA
"Nvec-vc1.1-XM-048732431.1.2",1.40462712164093e-11,0.392222393603963,0.99,0.978,2.32255094563328e-07,"2","Nvec-vc1.1-XM-048732431.1",NA,NA
"Nvec-vc1.1-XM-001637683.3.1",2.54109664710999e-06,0.25584594424592,0.65,0.568,0.0420170330599637,"1","Nvec-vc1.1-XM-001637683.3",NA,NA
"Nvec-vc1.1-XM-001634747.3.1",1.57335238034236e-11,0.45801658551943,0.698,0.543,2.6015381608961e-07,"2","Nvec-vc1.1-XM-001634747.3",NA,NA
"Nvec-vc1.1-XM-001631543.3.1",2.57132457910671e-06,0.544402677699594,0.328,0.256,0.0425168519155295,"1","Nvec-vc1.1-XM-001631543.3",NA,NA
"Nvec-vc1.1-XM-048724753.1.1",1.64166530172838e-11,-1.08096606137225,0.15,0.265,2.71449357640787e-07,"2","Nvec-vc1.1-XM-048724753.1",NA,NA
"Nvec-vc1.1-XM-032383957.2.1",1.64352196510901e-11,0.605659783267424,0.523,0.377,2.71756356930776e-07,"2","Nvec-vc1.1-XM-032383957.2",NA,NA
"Nvec-v1g239468.1",1.65768535111138e-11,0.539491722622299,0.445,0.297,2.74098272806266e-07,"2","Nvec-v1g239468",NA,NA
"Nvec-vc1.1-XM-032383178.2.1",1.82172275247838e-11,0.583774488558422,0.483,0.331,3.012218571223e-07,"2","Nvec-vc1.1-XM-032383178.2",NA,NA
"Nvec-vc1.1-XM-001638101.3.1",1.82273413184787e-11,0.505969324666776,0.599,0.443,3.01389088701045e-07,"2","Nvec-vc1.1-XM-001638101.3",NA,NA
"Nvec-vc1.1-XM-001630019.3.2",7.17197737678779e-48,0.956645889515485,0.858,0.645,1.18588645925186e-43,"2","Nvec-vc1.1-XM-001630019.3",NA,NA
"Nvec-vc1.1-XM-048719818.1.1",3.35693287663057e-06,0.446837432412346,0.299,0.228,0.0555068851150865,"1","Nvec-vc1.1-XM-048719818.1",NA,NA
"Nvec-NVE18637.1",3.53714394418064e-06,0.533891823469135,0.292,0.219,0.0584866751170269,"1","Nvec-NVE18637",NA,NA
"Nvec-vc1.1-XM-001640600.3.1",3.57391512779441e-06,-0.632033562962998,0.229,0.324,0.0590946866380806,"1","Nvec-vc1.1-XM-001640600.3",NA,NA
"Nvec-vc1.1-XM-048733916.1.1",3.60378732489681e-06,-0.367543269964762,0.639,0.7,0.0595886234171688,"1","Nvec-vc1.1-XM-048733916.1",NA,NA
"Nvec-vc1.1-XM-032380127.2.1",3.65393523160473e-06,0.46667072948855,0.35,0.278,0.0604178190545842,"1","Nvec-vc1.1-XM-032380127.2",NA,NA
"Nvec-vc1.1-XM-048727675.1.1",4.12560647179504e-06,0.424688321515859,0.317,0.24,0.0682169030111309,"1","Nvec-vc1.1-XM-048727675.1",NA,NA
"Nvec-vc1.1-XM-032376181.2.1",3.0086397886003e-11,-0.815819615409465,0.176,0.29,4.97478589045059e-07,"2","Nvec-vc1.1-XM-032376181.2",NA,NA
"Nvec-vc1.1-XM-032378054.2.1",4.51052052345365e-06,0.427236434426678,0.289,0.216,0.074581456855306,"1","Nvec-vc1.1-XM-032378054.2",NA,NA
"Nvec-vc1.1-XM-032370843.2.1",4.65519662215947e-06,-0.645533291289668,0.178,0.268,0.0769736761474068,"1","Nvec-vc1.1-XM-032370843.2",NA,NA
"Nvec-vc1.1-XM-001619665.3.1",4.33625786120479e-11,0.48844025954656,0.52,0.373,7.17000237350212e-07,"2","Nvec-vc1.1-XM-001619665.3",NA,NA
"Nvec-vc1.1-XM-032367432.2.1",5.15858511499201e-06,0.61504826246112,0.268,0.198,0.0852972048763928,"1","Nvec-vc1.1-XM-032367432.2",NA,NA
"Nvec-vc1.1-XM-048727207.1.1",4.88734466851499e-11,0.619293232769541,0.469,0.333,8.08122440938953e-07,"2","Nvec-vc1.1-XM-048727207.1",NA,NA
"Nvec-vc1.1-XM-032370654.2.1",6.20545192520096e-06,-0.564199005839916,0.43,0.504,0.102607147583198,"1","Nvec-vc1.1-XM-032370654.2",NA,NA
"Nvec-vc1.1-XM-048725445.1.1",6.51827417604294e-06,0.489693618702494,0.276,0.206,0.10777966350087,"1","Nvec-vc1.1-XM-048725445.1",NA,NA
"Nvec-vc1.1-XM-032374889.2.2",0.000106489017303602,-0.835246584257385,0.263,0.397,1,"3","Nvec-vc1.1-XM-032374889.2",NA,NA
"Nvec-vc1.1-XM-001632888.3.1",5.54696947278377e-11,-0.328004595425862,0.855,0.872,9.17191402324797e-07,"2","Nvec-vc1.1-XM-001632888.3",NA,NA
"Nvec-vc1.1-XM-001625497.3.2",2.05831521974671e-45,0.931603864784146,0.82,0.572,3.40342421585119e-41,"2","Nvec-vc1.1-XM-001625497.3",NA,NA
"Nvec-vc1.1-XM-048728876.1.2",6.67107191488168e-11,0.666324148715172,0.39,0.256,1.10306174112569e-06,"2","Nvec-vc1.1-XM-048728876.1",NA,NA
"Nvec-vc1.1-XM-001632696.3.1",6.68110062082463e-11,0.714984685317483,0.336,0.213,1.10471998765335e-06,"2","Nvec-vc1.1-XM-001632696.3",NA,NA
"Nvec-vc1.1-XM-048721466.1.2",6.7747161268592e-11,-0.611964209852402,0.14,0.257,1.12019931157617e-06,"2","Nvec-vc1.1-XM-048721466.1",NA,NA
"Nvec-vc1.1-XM-001629133.3.1",7.82116894565623e-06,0.305562122103605,0.524,0.46,0.129323028516426,"1","Nvec-vc1.1-XM-001629133.3",NA,NA
"Nvec-vc1.1-XM-048721620.1.1",7.83170270618243e-06,-0.364250171452588,0.606,0.668,0.129497204246727,"1","Nvec-vc1.1-XM-048721620.1",NA,NA
"Nvec-vc1.1-XM-048719744.1.2",7.46789057853918e-11,-1.13033102331138,0.269,0.376,1.23481570716145e-06,"2","Nvec-vc1.1-XM-048719744.1",NA,NA
"Nvec-vc1.1-XM-001634267.3.2",0.000115147500832891,-1.12566077401116,0.282,0.141,1,"3","Nvec-vc1.1-XM-001634267.3",NA,NA
"Nvec-vc1.1-XM-032373118.2.3",1.61037311260365e-17,1.06723298794676,0.737,0.4,2.66275194169014e-13,"3","Nvec-vc1.1-XM-032373118.2",NA,NA
"Nvec-vc1.1-XM-032381591.2.1",8.4655193587306e-11,0.630154191907742,0.298,0.176,1.39977362596611e-06,"2","Nvec-vc1.1-XM-032381591.2",NA,NA
"Nvec-vc1.1-XM-001629267.3.1",9.86193899965046e-06,-0.625907556349794,0.191,0.283,0.16306716135922,"1","Nvec-vc1.1-XM-001629267.3",NA,NA
"Nvec-vc1.1-XM-001624579.3.1",1.01808786572448e-05,-0.600119433269532,0.324,0.409,0.168340828597542,"1","Nvec-vc1.1-XM-001624579.3",NA,NA
"Nvec-vc1.1-XM-001634318.3.2",0.000118618404601869,0.461356826462798,0.397,0.208,1,"3","Nvec-vc1.1-XM-001634318.3",NA,NA
"Nvec-vc1.1-XM-001630495.3.1",7.70067734790103e-05,0.260745947410421,0.532,0.421,1,"2","Nvec-vc1.1-XM-001630495.3",NA,NA
"Nvec-vc1.1-XM-032372941.2.1",1.02056824206601e-10,0.497380435013018,0.557,0.405,1.68750958825615e-06,"2","Nvec-vc1.1-XM-032372941.2",NA,NA
"Nvec-vc1.1-XM-001632422.3.1",1.14928140013266e-05,0.412381482283555,0.361,0.291,0.190033679511935,"1","Nvec-vc1.1-XM-001632422.3",NA,NA
"Nvec-vc1.1-XM-032375592.2.1",1.19009164275714e-05,-0.560744667596947,0.328,0.421,0.196781653129893,"1","Nvec-vc1.1-XM-032375592.2",NA,NA
"Nvec-vc1.1-XM-001630324.3.1",1.21417834949109e-05,0.396923144195618,0.301,0.232,0.200764390088352,"1","Nvec-vc1.1-XM-001630324.3",NA,NA
"Nvec-vc1.1-XM-001635588.3.1",1.2479831087121e-05,-0.427092985949323,0.675,0.702,0.206354007025546,"1","Nvec-vc1.1-XM-001635588.3",NA,NA
"Nvec-vc1.1-XM-001629860.3.1",1.26020128391866e-05,0.45102374654126,0.289,0.225,0.208374282295951,"1","Nvec-vc1.1-XM-001629860.3",NA,NA
"Nvec-vc1.1-XM-001633231.3.1",1.33079591061715e-05,0.363528166656266,0.381,0.311,0.220047103820546,"1","Nvec-vc1.1-XM-001633231.3",NA,NA
"Nvec-vc1.1-XM-001635503.3.2",4.42642247649896e-21,0.902998853470903,0.397,0.216,7.31908956489103e-17,"2","Nvec-vc1.1-XM-001635503.3",NA,NA
"Nvec-vc1.1-XM-001626399.3.1",1.42104353200779e-05,-0.642748868556583,0.262,0.351,0.234969548017489,"1","Nvec-vc1.1-XM-001626399.3",NA,NA
"Nvec-vc1.1-XM-048726547.1.1",1.59190097572686e-05,0.392700152656855,0.351,0.286,0.263220826336437,"1","Nvec-vc1.1-XM-048726547.1",NA,NA
"Nvec-vc1.1-XM-048733331.1.1",1.60725975010582e-05,0.400864433445657,0.299,0.233,0.265760399679998,"1","Nvec-vc1.1-XM-048733331.1",NA,NA
"Nvec-vc1.1-XM-001630751.3.1",1.65476725491454e-05,0.345097861638206,0.36,0.291,0.27361576560012,"1","Nvec-vc1.1-XM-001630751.3",NA,NA
"Nvec-vc1.1-XM-001639502.3.1",1.75589868563648e-05,0.302403899451956,0.37,0.301,0.290337847669991,"1","Nvec-vc1.1-XM-001639502.3",NA,NA
"Nvec-vc1.1-XM-001633588.3.1",1.78826980226029e-05,-0.468585601003492,0.522,0.579,0.295690411803739,"1","Nvec-vc1.1-XM-001633588.3",NA,NA
"Nvec-vc1.1-XM-048726226.1.1",3.34790528743083e-235,3.37072381224659,0.738,0.145,5.53576139276688e-231,"1","Nvec-vc1.1-XM-048726226.1",NA,NA
"Nvec-vc1.1-XM-001634267.3.1",1.58613969554772e-231,5.28656409572501,0.528,0.044,2.62268198658816e-227,"1","Nvec-vc1.1-XM-001634267.3",NA,NA
"Nvec-vc1.1-XM-032364690.2.1",4.00695506306306e-230,4.98250070983509,0.578,0.067,6.62550019677477e-226,"1","Nvec-vc1.1-XM-032364690.2",NA,NA
"Nvec-vc1.1-XM-001636352.3.1",7.4146339239436e-228,3.96329480674891,0.613,0.085,1.22600971932407e-223,"1","Nvec-vc1.1-XM-001636352.3",NA,NA
"Nvec-vc1.1-XM-048728800.1.1",8.27705463747478e-219,4.93886901142741,0.623,0.096,1.36861098430645e-214,"1","Nvec-vc1.1-XM-048728800.1",NA,NA
"Nvec-vc1.1-XM-048722799.1.1",2.2998528375477e-05,-0.573261576086323,0.209,0.295,0.380280666688512,"1","Nvec-vc1.1-XM-048722799.1",NA,NA
"Nvec-vc1.1-XM-001638302.3.1",1.56563961636449e-199,-2.33704675863698,0.679,0.971,2.58878510565869e-195,"1","Nvec-vc1.1-XM-001638302.3",NA,NA
"Nvec-vc1.1-XM-001628665.3.1",4.06448129787487e-10,0.446152133975638,0.702,0.561,6.72061982603609e-06,"2","Nvec-vc1.1-XM-001628665.3",NA,NA
"Nvec-vc1.1-XM-048728255.1.1",1.41160812079036e-190,3.78529886518988,0.614,0.121,2.33409402772686e-186,"1","Nvec-vc1.1-XM-048728255.1",NA,NA
"Nvec-vc1.1-XM-001639785.3.1",5.47552441405033e-190,4.44511305054338,0.544,0.08,9.05377961863223e-186,"1","Nvec-vc1.1-XM-001639785.3",NA,NA
"Nvec-vc1.1-XM-032380552.2.1",3.33235293404482e-05,-0.577480194263942,0.233,0.326,0.55100455764431,"1","Nvec-vc1.1-XM-032380552.2",NA,NA
"Nvec-NVE23841.1",8.03782688460345e-185,-3.46114012026434,0.178,0.798,1.32905467536918e-180,"1","Nvec-NVE23841",NA,NA
"Nvec-vc1.1-XM-001633801.3.3",0.00016905124711891,0.44586848772206,0.455,0.247,1,"3","Nvec-vc1.1-XM-001633801.3",NA,NA
"Nvec-vc1.1-XM-032365713.2.1",1.78711658654219e-178,2.18743694439875,0.908,0.447,2.95499727584751e-174,"1","Nvec-vc1.1-XM-032365713.2",NA,NA
"Nvec-vc1.1-XM-001638182.3.1",5.40437984400941e-169,2.37107239769885,0.801,0.263,8.93614207206956e-165,"1","Nvec-vc1.1-XM-001638182.3",NA,NA
"Nvec-vc1.1-XM-048721305.1.1",7.91609929348533e-169,-3.33264715297144,0.347,0.856,1.3089270181778e-164,"1","Nvec-vc1.1-XM-048721305.1",NA,NA
"Nvec-vc1.1-XM-032372880.2.1",4.23159699985098e-05,0.467186732435215,0.272,0.208,0.699694563925359,"1","Nvec-vc1.1-XM-032372880.2",NA,NA
"Nvec-vc1.1-XM-032379006.2.1",6.11724432016426e-10,0.52196093182656,0.49,0.349,1.01148634833916e-05,"2","Nvec-vc1.1-XM-032379006.2",NA,NA
"Nvec-vc1.1-XM-048722865.1.1",6.15424013997513e-10,-0.754433163054034,0.273,0.374,1.01760360714489e-05,"2","Nvec-vc1.1-XM-048722865.1",NA,NA
"Nvec-NVE13323.1",1.50190214554046e-158,1.88641643757513,0.819,0.281,2.48339519765115e-154,"1","Nvec-NVE13323",NA,NA
"Nvec-vc1.1-XM-032364189.2.1",2.12882007633488e-157,3.86315653932841,0.491,0.08,3.52000399621972e-153,"1","Nvec-vc1.1-XM-032364189.2",NA,NA
"Nvec-v1g241372.1",3.92893057848329e-156,1.94263810362019,0.906,0.463,6.49648671152212e-152,"1","Nvec-v1g241372",NA,NA
"Nvec-vc1.1-XM-001627177.2.1",2.59241922757104e-154,-2.18557255225432,0.416,0.863,4.28656519278871e-150,"1","Nvec-vc1.1-XM-001627177.2",NA,NA
"Nvec-vc1.1-XM-001628972.3.1",2.1973432657051e-153,2.50752436092462,0.659,0.181,3.63330708984338e-149,"1","Nvec-vc1.1-XM-001628972.3",NA,NA
"Nvec-vc1.1-XM-001640726.3.1",7.51108669229474e-10,0.617753513669604,0.358,0.231,1.24195818457093e-05,"2","Nvec-vc1.1-XM-001640726.3",NA,NA
"Nvec-vc1.1-XM-032363508.2.1",2.74008216626488e-151,3.09759411237084,0.604,0.147,4.53072586191898e-147,"1","Nvec-vc1.1-XM-032363508.2",NA,NA
"Nvec-vc1.1-XM-001633762.3.1",2.05173076811741e-148,-1.11144702494631,0.951,0.994,3.39253682508213e-144,"1","Nvec-vc1.1-XM-001633762.3",NA,NA
"Nvec-v1g103779.1",8.16640292731101e-10,0.441627425482489,0.592,0.451,1.35031472403088e-05,"2","Nvec-v1g103779",NA,NA
"Nvec-vc1.1-XM-001640232.3.1",2.68749122152056e-148,3.53799226146107,0.583,0.142,4.44376673478425e-144,"1","Nvec-vc1.1-XM-001640232.3",NA,NA
"Nvec-vc1.1-XM-001636847.3.1",7.34075519485038e-143,1.97461962639739,0.801,0.339,1.21379387146851e-138,"1","Nvec-vc1.1-XM-001636847.3",NA,NA
"Nvec-vc1.1-XM-001627409.3.1",4.08075603251222e-142,1.84572817621807,0.858,0.432,6.74753009975895e-138,"1","Nvec-vc1.1-XM-001627409.3",NA,NA
"Nvec-vc1.1-XM-032371130.2.1",8.6892595582472e-05,-0.321117031516438,0.646,0.729,1,"1","Nvec-vc1.1-XM-032371130.2",NA,NA
"Nvec-vc1.1-XM-032362159.2.1",1.67732488504654e-136,3.11380257661036,0.44,0.067,2.77345669742446e-132,"1","Nvec-vc1.1-XM-032362159.2",NA,NA
"Nvec-vc1.1-XM-001634064.3.1",9.08211526814552e-05,0.281719350428987,0.429,0.369,1,"1","Nvec-vc1.1-XM-001634064.3",NA,NA
"Nvec-vc1.1-XM-001638152.3.1",7.48661415125711e-135,-1.22190967970497,0.882,0.964,1.23791164991036e-130,"1","Nvec-vc1.1-XM-001638152.3",NA,NA
"Nvec-vc1.1-XM-001628602.3.2",8.65583923858716e-40,-3.18076430766772,0.099,0.345,1.43124301810039e-35,"2","Nvec-vc1.1-XM-001628602.3",NA,NA
"Nvec-vc1.1-XM-001628602.3.1",2.27780061484433e-133,1.99913597566928,0.653,0.193,3.7663433166451e-129,"1","Nvec-vc1.1-XM-001628602.3",NA,NA
"Nvec-vc1.1-XM-001641165.3.2",3.90091843876507e-16,1.03819487816905,0.731,0.397,6.45016863849804e-12,"3","Nvec-vc1.1-XM-001641165.3",NA,NA
"Nvec-vc1.1-XM-048728800.1.2",1.79072643962296e-39,-7.72968261048952,0.032,0.258,2.96096616791657e-35,"2","Nvec-vc1.1-XM-048728800.1",NA,NA
"Nvec-NVE19743.1",7.50580130636014e-130,-3.66772583063613,0.153,0.681,1.24108424600665e-125,"1","Nvec-NVE19743",NA,NA
"Nvec-vc1.1-XM-001639565.3.1",1.1880450843804e-129,2.9904226895532,0.465,0.085,1.96443254702298e-125,"1","Nvec-vc1.1-XM-001639565.3",NA,NA
"Nvec-vc1.1-XM-001628285.3.1",0.00011098861930765,0.363209862389432,0.279,0.22,1,"1","Nvec-vc1.1-XM-001628285.3",NA,NA
"Nvec-NVE22144.1",9.1844696165805e-128,2.90668333552061,0.46,0.088,1.51865205110159e-123,"1","Nvec-NVE22144",NA,NA
"Nvec-vc1.1-XM-032363357.2.1",3.55505321742117e-125,3.03857415919864,0.446,0.084,5.8782804950059e-121,"1","Nvec-vc1.1-XM-032363357.2",NA,NA
"Nvec-NVE4998.1",5.99854445241888e-124,-2.7447134447678,0.203,0.7,9.91859325207461e-120,"1","Nvec-NVE4998",NA,NA
"Nvec-vc1.1-XM-048731127.1.1",0.000125909937960572,0.402880144300294,0.351,0.295,1,"1","Nvec-vc1.1-XM-048731127.1",NA,NA
"Nvec-vc1.1-XM-001638533.3.1",0.000130832670399436,0.380591877912622,0.269,0.209,1,"1","Nvec-vc1.1-XM-001638533.3",NA,NA
"Nvec-vc1.1-XM-001636595.3.1",1.45997210487277e-119,-3.17218448814289,0.196,0.689,2.41406387540712e-115,"1","Nvec-vc1.1-XM-001636595.3",NA,NA
"Nvec-vc1.1-XM-001620722.3.1",3.38851404939354e-119,2.37799203175555,0.517,0.123,5.60290798067222e-115,"1","Nvec-vc1.1-XM-001620722.3",NA,NA
"Nvec-vc1.1-XM-032370800.2.1",0.000443338195781602,0.312193238601343,0.394,0.309,1,"2","Nvec-vc1.1-XM-032370800.2",NA,NA
"Nvec-vc1.1-XM-001625346.3.1",2.46231053103191e-118,2.04656876403524,0.695,0.274,4.07143046306127e-114,"1","Nvec-vc1.1-XM-001625346.3",NA,NA
"Nvec-vc1.1-XM-048733302.1.1",0.000163044719386201,0.324522849152179,0.253,0.193,1,"1","Nvec-vc1.1-XM-048733302.1",NA,NA
"Nvec-vc1.1-XM-001631718.3.1",1.13615011663025e-116,2.41874181040259,0.499,0.119,1.87862421784811e-112,"1","Nvec-vc1.1-XM-001631718.3",NA,NA
"Nvec-vc1.1-XM-001633359.3.1",0.000166981916590901,-0.573099237371603,0.22,0.294,1,"1","Nvec-vc1.1-XM-001633359.3",NA,NA
"Nvec-vc1.1-XM-001623716.3.1",7.94524054879571e-115,-0.830206453205145,0.99,0.994,1.31374552474337e-110,"1","Nvec-vc1.1-XM-001623716.3",NA,NA
"Nvec-vc1.1-XM-001624568.3.3",7.97358200169025e-16,1.27846466619778,0.609,0.272,1.31843178397948e-11,"3","Nvec-vc1.1-XM-001624568.3",NA,NA
"Nvec-vc1.1-XM-048732204.1.1",0.000200688110834612,0.341978860992495,0.279,0.216,1,"1","Nvec-vc1.1-XM-048732204.1",NA,NA
"Nvec-vc1.1-XM-032371228.2.1",9.98623805234164e-111,2.4776145291613,0.535,0.153,1.65122446195469e-106,"1","Nvec-vc1.1-XM-032371228.2",NA,NA
"Nvec-vc1.1-XM-001632206.3.1",1.36228545078234e-110,-2.51408269579992,0.204,0.676,2.2525389928686e-106,"1","Nvec-vc1.1-XM-001632206.3",NA,NA
"Nvec-vc1.1-XM-032387392.2.1",0.000221915647133266,0.373780568422243,0.276,0.224,1,"1","Nvec-vc1.1-XM-032387392.2",NA,NA
"Nvec-NVE12148.2",3.47621887958731e-09,-0.599760413788008,0.413,0.492,5.74792791739763e-05,"2","Nvec-NVE12148",NA,NA
"Nvec-vc1.1-XM-032375701.2.1",2.30059877829426e-108,2.9291113245271,0.469,0.12,3.80404007990956e-104,"1","Nvec-vc1.1-XM-032375701.2",NA,NA
"Nvec-vc1.1-XM-001638435.3.1",4.51222393690984e-09,0.640971049889396,0.297,0.189,7.46096227968042e-05,"2","Nvec-vc1.1-XM-001638435.3",NA,NA
"Nvec-vc1.1-XM-001637508.3.1",0.000251410552409899,-0.559284298021181,0.685,0.691,1,"1","Nvec-vc1.1-XM-001637508.3",NA,NA
"Nvec-vc1.1-XM-001634196.3.1",4.91181256689739e-09,0.533265233091046,0.394,0.271,8.12168207936483e-05,"2","Nvec-vc1.1-XM-001634196.3",NA,NA
"Nvec-vc1.1-XM-001624688.3.1",3.87631174804505e-102,2.24456372857985,0.419,0.086,6.4094814753925e-98,"1","Nvec-vc1.1-XM-001624688.3",NA,NA
"Nvec-vc1.1-XM-001633510.3.1",9.96273105387589e-102,2.49569753962861,0.396,0.078,1.64733757975838e-97,"1","Nvec-vc1.1-XM-001633510.3",NA,NA
"Nvec-vc1.1-XM-001631072.3.1",0.000832760998003787,0.288606203978452,0.392,0.307,1,"2","Nvec-vc1.1-XM-001631072.3",NA,NA
