"","Nvec","classification","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","protein","domain"
"4815","Nvec_vc1.1_XM_048724882.1","Nematostella-specific","Nvec-vc1.1-XM-048724882.1",7.307989985287e-21,-1.03739590128288,0.054,0.11,1.20837614406721e-16,"UBXN8","UBX/"
"4816","Nvec_vc1.1_XM_048724884.1","Conserved","Nvec-vc1.1-XM-048724884.1",1.24096615223297e-18,-0.892582758924635,0.064,0.119,2.05193753271722e-14,"",""
"4817","Nvec_vc1.1_XM_048724922.1","Nematostella-specific","Nvec-vc1.1-XM-048724922.1",1.64756287965287e-09,1.14019864455905,0.04,0.018,2.72424522150602e-05,"TBC1D15","RabGAP-TBC/"
"4818","Nvec_vc1.1_XM_048724949.1","Divergent","Nvec-vc1.1-XM-048724949.1",4.43091291366799e-32,-0.769382471420634,0.158,0.26,7.32651450275003e-28,"RASEF","EF-hand_7/Ras/"
"4819","Nvec_vc1.1_XM_048724957.1","Nematostella-specific","Nvec-vc1.1-XM-048724957.1",1.79171183343886e-06,-0.530585490818389,0.06,0.089,0.0296259551659116,"FRRS1","Kelch_4/Kelch_5/Cytochrom_B561/"
"4820","Nvec_vc1.1_XM_048724977.1","Nematostella-specific","Nvec-vc1.1-XM-048724977.1",5.18283056498035e-43,-0.983353020942278,0.114,0.224,8.56981033919501e-39,"ZMYND12","zf-MYND/"
"4821","Nvec_vc1.1_XM_048724989.1","Conserved","Nvec-vc1.1-XM-048724989.1",1.20087277421346e-11,0.921023559693482,0.068,0.036,1.98564313216195e-07,"ARHGEF10","RhoGEF/PH_19/WD40_2/"
"4822","Nvec_vc1.1_XM_048725016.1","Conserved","Nvec-vc1.1-XM-048725016.1",4.79857932996727e-08,-1.5069414010017,0.009,0.025,0.000793445092210088,"ESPNL","Ank_5/Ank_2/Ank_4/"
"4823","Nvec_vc1.1_XM_048725023.1","Nematostella-specific","Nvec-vc1.1-XM-048725023.1",1.12800031362185e-07,1.97121437319244,0.014,0.004,0.00186514851857373,"VIT","VWA/"
"4824","Nvec_vc1.1_XM_048725024.1","Nematostella-specific","Nvec-vc1.1-XM-048725024.1",2.68951841554889e-17,-1.13405357896039,0.046,0.088,4.44711870011009e-13,"DNAJC25","DnaJ/"
"4825","Nvec_vc1.1_XM_048725035.1","Divergent","Nvec-vc1.1-XM-048725035.1",1.43029080674221e-20,2.23180145860749,0.032,0.007,2.36498584894824e-16,"HSPG2","Laminin_G_3/Ldl_recept_a/Ig_3/Laminin_B/Laminin_B/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_B/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_B/Laminin_EGF/Laminin_EGF/Laminin_EGF/I-set/I-set/I-set/Ig_3/I-set/Ig_3/I-set/Ig_3/Ig_3/Ig_3/Ig_3/Laminin_G_2/Laminin_G_1/Laminin_G_1/"
"4826","Nvec_vc1.1_XM_048725063.1","Conserved","Nvec-vc1.1-XM-048725063.1",6.95783877069716e-71,5.0815298854966,0.05,0.002,1.15047864073478e-66,"",""
"4827","Nvec_vc1.1_XM_048725066.1","Conserved","Nvec-vc1.1-XM-048725066.1",1.42364566579403e-21,-1.03893736896725,0.059,0.116,2.35399810839043e-17,"NTMT1","Methyltransf_PK/"
"4828","Nvec_vc1.1_XM_048725070.1","Nematostella-specific","Nvec-vc1.1-XM-048725070.1",1.3692635067698e-12,-3.60597077693699,0.001,0.015,2.26407720844387e-08,"XPNPEP1","Creatinase_N/Creatinase_N_2/Peptidase_M24/Peptidase_M24_C/"
"4829","Nvec_vc1.1_XM_048725077.1","Conserved","Nvec-vc1.1-XM-048725077.1",2.0947764535765e-40,4.80993346615938,0.03,0.001,3.46371286598874e-36,"",""
"4830","Nvec_vc1.1_XM_048725080.1","Nematostella-specific","Nvec-vc1.1-XM-048725080.1",4.91766778835097e-16,-0.456178287319809,0.194,0.268,8.13136368803832e-12,"WDR33","WD40/WD40/WD40/WD40/WD40/WD40/"
"4831","Nvec_vc1.1_XM_048725091.1","Conserved","Nvec-vc1.1-XM-048725091.1",7.23520640705571e-222,-1.1698058975175,0.352,0.67,1.19634137940666e-217,"","SAM_1/"
"4832","Nvec_vc1.1_XM_048725097.1","Nematostella-specific","Nvec-vc1.1-XM-048725097.1",1.52492359122239e-06,-0.440166144423678,0.099,0.134,0.0252146115808622,"GBE1","CBM_48/Alpha-amylase/Alpha-amylase_C/"
"4833","Nvec_vc1.1_XM_048725117.1","Nematostella-specific","Nvec-vc1.1-XM-048725117.1",3.06812621977577e-66,-1.28935241169515,0.093,0.228,5.07314670439923e-62,"","DUF1772/"
"4834","Nvec_vc1.1_XM_048725133.1","Divergent","Nvec-vc1.1-XM-048725133.1",7.27146965533365e-08,-0.699462402827835,0.043,0.072,0.00120233750750942,"PTPRF","Y_phosphatase/"
"4835","Nvec_vc1.1_XM_048725137.1","Nematostella-specific","Nvec-vc1.1-XM-048725137.1",1.79072873461839e-19,-0.736315181429287,0.09,0.153,2.96096996269151e-15,"EML1","HELP/WD40/WD40/WD40/WD40/ANAPC4_WD40/WD40/WD40/"
"4836","Nvec_vc1.1_XM_048725151.1","Nematostella-specific","Nvec-vc1.1-XM-048725151.1",6.10144092500052e-32,-1.20694516741527,0.058,0.132,1.00887325694884e-27,"RFK","Flavokinase/"
"4837","Nvec_vc1.1_XM_048725155.1","Nematostella-specific","Nvec-vc1.1-XM-048725155.1",9.92330744729033e-16,-0.571929598982213,0.149,0.215,1.64081888640946e-11,"SREK1","RRM_1/RRM_1/"
"4838","Nvec_vc1.1_XM_048725188.1","Nematostella-specific","Nvec-vc1.1-XM-048725188.1",3.83394826132803e-106,-1.08223082785966,0.221,0.434,6.3394334501059e-102,"FDX2","Fer2/"
"4839","Nvec_vc1.1_XM_048725190.1","Nematostella-specific","Nvec-vc1.1-XM-048725190.1",2.10290161358114e-204,2.60548032043174,0.258,0.051,3.47714781805642e-200,"PLEKHM2","RUN/PH/"
"4840","Nvec_vc1.1_XM_048725201.1","Nematostella-specific","Nvec-vc1.1-XM-048725201.1",3.18359717476298e-10,-0.360629900486755,0.211,0.27,5.26407792847059e-06,"THEG","THEG/THEG/THEG/"
"4841","Nvec_vc1.1_XM_048725202.1","Nematostella-specific","Nvec-vc1.1-XM-048725202.1",2.33422697873319e-16,0.382469417021636,0.336,0.289,3.85964430933533e-12,"TMEM30A","CDC50/"
"4842","Nvec_vc1.1_XM_048725210.1","Nematostella-specific","Nvec-vc1.1-XM-048725210.1",1.85171143613093e-163,-0.945409517658066,0.381,0.657,3.06180485964249e-159,"",""
"4843","Nvec_vc1.1_XM_048725211.1","Nematostella-specific","Nvec-vc1.1-XM-048725211.1",7.6817902354745e-14,-0.781981163045744,0.061,0.106,1.27018401543571e-09,"TTC23","TPR_12/"
"4844","Nvec_vc1.1_XM_048725214.1","Conserved","Nvec-vc1.1-XM-048725214.1",4.11146610495416e-14,-1.1433675944061,0.029,0.064,6.79830920454171e-10,"ABCB8","ABC_membrane/ABC_tran/"
"4845","Nvec_vc1.1_XM_048725222.1","Nematostella-specific","Nvec-vc1.1-XM-048725222.1",4.41029330999112e-08,-0.38984612278403,0.187,0.233,0.000729241998807032,"","TPP_enzyme_N/TPP_enzyme_C/"
"4846","Nvec_vc1.1_XM_048725234.1","Conserved","Nvec-vc1.1-XM-048725234.1",2.33051104456189e-53,1.70866482538401,0.125,0.042,3.85350001218308e-49,"PSTPIP1","FCH/SH3_9/"
"4847","Nvec_vc1.1_XM_048725245.1","Nematostella-specific","Nvec-vc1.1-XM-048725245.1",3.04997773975112e-15,-0.642391265983657,0.098,0.156,5.04313819267848e-11,"WDR78","WD40/"
"4848","Nvec_vc1.1_XM_048725255.1","Conserved","Nvec-vc1.1-XM-048725255.1",5.01446101480152e-08,-0.62047034663211,0.055,0.086,0.000829141128797431,"FAM185A",""
"4849","Nvec_vc1.1_XM_048725256.1","Divergent","Nvec-vc1.1-XM-048725256.1",1.85594127918725e-24,0.947423599944715,0.141,0.076,3.06879890513611e-20,"TTC3","TPR_8/zf-RING_2/"
"4850","Nvec_vc1.1_XM_048725266.1","Divergent","Nvec-vc1.1-XM-048725266.1",2.72977928534964e-10,1.77980536133242,0.025,0.009,4.51369004832563e-06,"",""
"4851","Nvec_vc1.1_XM_048725298.1","Nematostella-specific","Nvec-vc1.1-XM-048725298.1",3.04175558314291e-44,-0.848485283628377,0.149,0.271,5.0295428567268e-40,"NUDT12","Ank_2/"
"4852","Nvec_vc1.1_XM_048725300.1","Conserved","Nvec-vc1.1-XM-048725300.1",4.09624115741962e-100,-1.98718066191718,0.061,0.214,6.77313475379335e-96,"",""
"4853","Nvec_vc1.1_XM_048725308.1","Nematostella-specific","Nvec-vc1.1-XM-048725308.1",4.98653282993788e-08,-1.4409115306665,0.011,0.026,0.000824523203430228,"LRRC74A","LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/EF-hand_7/"
"4854","Nvec_vc1.1_XM_048725316.1","Conserved","Nvec-vc1.1-XM-048725316.1",2.37189748358837e-74,3.11993631148282,0.081,0.011,3.92193248911338e-70,"OTOA",""
"4855","Nvec_vc1.1_XM_048725318.1","Conserved","Nvec-vc1.1-XM-048725318.1",0,3.8955575386695,0.452,0.044,0,"GBP6","GBP/GBP_C/"
"4856","Nvec_vc1.1_XM_048725326.1","Nematostella-specific","Nvec-vc1.1-XM-048725326.1",1.99980271376972e-08,-1.47818240802027,0.003,0.015,0.000330667378721823,"GRIK2","ANF_receptor/Lig_chan-Glu_bd/Lig_chan/"
"4857","Nvec_vc1.1_XM_048725366.1","Conserved","Nvec-vc1.1-XM-048725366.1",4.88580741400891e-08,-1.42370224063428,0.016,0.033,0.000807868255906373,"TLL1","CUB/"
"4858","Nvec_vc1.1_XM_048725381.1","Divergent","Nvec-vc1.1-XM-048725381.1",3.81140398678913e-31,-0.501765070645868,0.346,0.465,6.30215649215582e-27,"TJP1","CARD/PDZ/PDZ/PDZ/SH3_2/Guanylate_kin/ZU5/"
"4859","Nvec_vc1.1_XM_048725392.1","Divergent","Nvec-vc1.1-XM-048725392.1",1.98065993483012e-29,1.27786944699674,0.107,0.047,3.2750212022416e-25,"PIK3R1","SH3_9/SAM_2/C1_1/RhoGAP/SH2/PI3K_P85_iSH2/SH2/"
"4860","Nvec_vc1.1_XM_048725395.1","Conserved","Nvec-vc1.1-XM-048725395.1",4.09489785159099e-08,-0.839075211380947,0.033,0.059,0.00067709135976057,"",""
"4861","Nvec_vc1.1_XM_048725404.1","Nematostella-specific","Nvec-vc1.1-XM-048725404.1",1.09186137157773e-08,1.05772153810893,0.041,0.02,0.000180539277790377,"DPP7","Peptidase_S28/"
"4862","Nvec_vc1.1_XM_048725412.1","Nematostella-specific","Nvec-vc1.1-XM-048725412.1",2.68603037136347e-09,-0.632843638472868,0.065,0.101,4.4413512190495e-05,"LSG1","MMR_HSR1/"
"4863","Nvec_vc1.1_XM_048725417.1","Conserved","Nvec-vc1.1-XM-048725417.1",2.08564440081243e-49,-1.28668630604267,0.105,0.221,3.44861301674335e-45,"OIT3",""
"4864","Nvec_vc1.1_XM_048725442.1","Nematostella-specific","Nvec-vc1.1-XM-048725442.1",1.21463280831656e-67,-1.52886185123923,0.073,0.2,2.00839534855144e-63,"NOXRED1","F420_oxidored/"
"4865","Nvec_vc1.1_XM_048725447.1","Conserved","Nvec-vc1.1-XM-048725447.1",1.88912259024973e-10,0.13583912831896,0.445,0.449,3.12366420297793e-06,"SAP30BP","HCNGP/"
"4866","Nvec_vc1.1_XM_048725461.1","Conserved","Nvec-vc1.1-XM-048725461.1",3.94725231222422e-07,0.622591411639659,0.058,0.041,0.00652678169826275,"ZBTB41","zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/"
"4867","Nvec_vc1.1_XM_048725463.1","Nematostella-specific","Nvec-vc1.1-XM-048725463.1",1.80474716885608e-14,-0.627127157329915,0.089,0.141,2.98414944370353e-10,"BYSL","Bystin/"
"4868","Nvec_vc1.1_XM_048725472.1","Divergent","Nvec-vc1.1-XM-048725472.1",5.62092651847292e-16,-0.820886910921733,0.069,0.12,9.29420199829498e-12,"HARBI1","DDE_Tnp_4/"
"4869","Nvec_vc1.1_XM_048725477.1","Nematostella-specific","Nvec-vc1.1-XM-048725477.1",6.58325322237082e-21,-0.699251940962097,0.12,0.194,1.08854092031902e-16,"TMEM26","Tmem26/Tmem26/"
"4870","Nvec_vc1.1_XM_048725501.1","Nematostella-specific","Nvec-vc1.1-XM-048725501.1",1.56022401481726e-54,6.15929874375359,0.035,0.001,2.57983040850034e-50,"","EPTP/EPTP/"
"4871","Nvec_vc1.1_XM_048725507.1","Nematostella-specific","Nvec-vc1.1-XM-048725507.1",1.35141356805103e-21,-0.737885387019096,0.097,0.167,2.23456233477237e-17,"RSPH14","Arm/HEAT/"
"4872","Nvec_vc1.1_XM_048725566.1","Nematostella-specific","Nvec-vc1.1-XM-048725566.1",1.03894503952914e-31,1.34774477349906,0.107,0.045,1.71789562286143e-27,"",""
"4873","Nvec_vc1.1_XM_048725593.1","Conserved","Nvec-vc1.1-XM-048725593.1",3.07062552989669e-11,-0.556334796401124,0.097,0.145,5.07727931368418e-07,"MYBL1","Myb_DNA-binding/Myb_DNA-bind_6/Cmyb_C/"
"4874","Nvec_vc1.1_XM_048725598.1","Nematostella-specific","Nvec-vc1.1-XM-048725598.1",2.76290673176746e-43,-1.03965026437126,0.109,0.218,4.56846628097749e-39,"TMEM101","TMEM101/"
"4875","Nvec_vc1.1_XM_048725607.1","Nematostella-specific","Nvec-vc1.1-XM-048725607.1",4.53935414280682e-07,-0.656289030132839,0.048,0.076,0.00750582207513107,"RAD54L","SNF2_N/Helicase_C/"
"4876","Nvec_vc1.1_XM_048725617.1","Nematostella-specific","Nvec-vc1.1-XM-048725617.1",9.70850028743306e-17,-0.687738170313143,0.104,0.166,1.60530052252706e-12,"HMG20A","HMG_box/zf-met/"
"4877","Nvec_vc1.1_XM_048725649.1","Conserved","Nvec-vc1.1-XM-048725649.1",1.93973550286906e-12,-1.65906695911648,0.017,0.041,3.20735265399399e-08,"ECE1","Peptidase_M13_N/Peptidase_M13/"
"4878","Nvec_vc1.1_XM_048725666.1","Nematostella-specific","Nvec-vc1.1-XM-048725666.1",6.01008421587189e-65,-1.9749256335775,0.062,0.171,9.93767425094417e-61,"PAPSS1","APS_kinase/PUA_2/ATP-sulfurylase/"
"4879","Nvec_vc1.1_XM_048725689.1","Nematostella-specific","Nvec-vc1.1-XM-048725689.1",1.22831384990529e-14,-4.28323012497893,0.001,0.015,2.0310169508184e-10,"",""
"4880","Nvec_vc1.1_XM_048725692.1","Nematostella-specific","Nvec-vc1.1-XM-048725692.1",2.24333501336414e-17,-0.632336491076486,0.125,0.193,3.7093544445976e-13,"ATAD3A","DUF3523/AAA/"
"4881","Nvec_vc1.1_XM_048725700.1","Nematostella-specific","Nvec-vc1.1-XM-048725700.1",6.09872269662956e-28,-1.83392272361534,0.024,0.073,1.0084237978877e-23,"","Thioredoxin/"
"4882","Nvec_vc1.1_XM_048725712.1","Conserved","Nvec-vc1.1-XM-048725712.1",2.1589472057835e-216,4.4644185509544,0.164,0.009,3.56981920476302e-212,"PARP12","zf-CCCH_4/WWE/PARP/"
"4883","Nvec_vc1.1_XM_048725715.1","Nematostella-specific","Nvec-vc1.1-XM-048725715.1",3.05915868275479e-53,3.72577301849538,0.053,0.006,5.05831888193505e-49,"FBN2",""
"4884","Nvec_vc1.1_XM_048725725.1","Nematostella-specific","Nvec-vc1.1-XM-048725725.1",5.52659863243481e-08,-0.775029034561776,0.026,0.049,0.000913823083873097,"WDR87",""
"4885","Nvec_vc1.1_XM_048725730.1","Divergent","Nvec-vc1.1-XM-048725730.1",1.03970112797261e-07,-0.219658668465289,0.358,0.416,0.00171914581510271,"CCNL2","Cyclin_N/Cyclin_C/"
"4886","Nvec_vc1.1_XM_048725737.1","Nematostella-specific","Nvec-vc1.1-XM-048725737.1",2.0521141389806e-09,-0.308466550110671,0.239,0.298,3.39317072880443e-05,"CNOT11","CNOT11/"
"4887","Nvec_vc1.1_XM_048725756.1","Conserved","Nvec-vc1.1-XM-048725756.1",1.43110479267135e-19,-3.47090218210412,0.006,0.03,2.36633177468207e-15,"HMCN1","VWC/fn2/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/VWA/TSP_1/VWA/VWA/Laminin_G_3/GLEYA/GON/"
"4888","Nvec_vc1.1_XM_048725759.1","Conserved","Nvec-vc1.1-XM-048725759.1",2.71414410599034e-18,-4.11647658016856,0.002,0.021,4.48783727925502e-14,"MMP2","VWC/fn2/"
"4889","Nvec_vc1.1_XM_048725765.1","Nematostella-specific","Nvec-vc1.1-XM-048725765.1",3.70019223187605e-16,-0.783400948036178,0.086,0.142,6.11826785540705e-12,"","CUTL/Homeodomain/"
"4890","Nvec_vc1.1_XM_048725797.1","Conserved","Nvec-vc1.1-XM-048725797.1",2.76876801192616e-35,1.60558717701688,0.091,0.033,4.57815790771991e-31,"",""
"4891","Nvec_vc1.1_XM_048725801.1","Nematostella-specific","Nvec-vc1.1-XM-048725801.1",1.99229332922887e-10,0.882818806854849,0.071,0.04,3.29425701987994e-06,"EPG5",""
"4892","Nvec_vc1.1_XM_048725811.1","Conserved","Nvec-vc1.1-XM-048725811.1",1.50482108451954e-17,-1.0424629498055,0.04,0.084,2.48822166325307e-13,"RAB29","Ras/"
"4893","Nvec_vc1.1_XM_048725825.1","Nematostella-specific","Nvec-vc1.1-XM-048725825.1",8.2954298855124e-12,-0.646595221175731,0.057,0.097,1.37164933156948e-07,"CWF19L1","CwfJ_C_1/CwfJ_C_2/"
"4894","Nvec_vc1.1_XM_048725833.1","Nematostella-specific","Nvec-vc1.1-XM-048725833.1",1.57589733419717e-125,-0.870167892364373,0.322,0.571,2.60574624209502e-121,"FAM32A","DUF1754/"
"4895","Nvec_vc1.1_XM_048725835.1","Conserved","Nvec-vc1.1-XM-048725835.1",6.42655037022647e-106,6.08421772053747,0.068,0.001,1.06263010371695e-101,"HMCN1","VWA_2/"
"4896","Nvec_vc1.1_XM_048725839.1","Divergent","Nvec-vc1.1-XM-048725839.1",7.20425054284165e-10,-0.498198356690517,0.108,0.154,1.19122282725887e-05,"TYW1","Flavodoxin_1/Radical_SAM/Wyosine_form/"
"4897","Nvec_vc1.1_XM_048725863.1","Nematostella-specific","Nvec-vc1.1-XM-048725863.1",1.7895697458043e-25,0.210283188174651,0.951,0.938,2.9590535746874e-21,"RPS7","Ribosomal_S7e/"
"4898","Nvec_vc1.1_XM_048725869.1","Conserved","Nvec-vc1.1-XM-048725869.1",1.81293512190573e-97,2.5666234112813,0.133,0.027,2.99768822407112e-93,"ABR","RhoGEF/PH_19/C2/RhoGAP/"
"4899","Nvec_vc1.1_XM_048725880.1","Nematostella-specific","Nvec-vc1.1-XM-048725880.1",2.72562154486206e-08,-0.440233572458117,0.137,0.182,0.000450681522442941,"SRRM2","cwf21/"
"4900","Nvec_vc1.1_XM_048725882.1","Nematostella-specific","Nvec-vc1.1-XM-048725882.1",4.17637688543403e-14,-0.400311089471752,0.228,0.301,6.90563918006517e-10,"BLMH","Peptidase_C1_2/Peptidase_C1_2/"
"4901","Nvec_vc1.1_XM_048725884.1","Nematostella-specific","Nvec-vc1.1-XM-048725884.1",1.14650160120689e-82,-0.649893736533285,0.495,0.679,1.89574039759559e-78,"TPR","TPR_MLP1_2/"
"4902","Nvec_vc1.1_XM_048725892.1","Nematostella-specific","Nvec-vc1.1-XM-048725892.1",5.23771417348968e-08,-0.474776425228545,0.1,0.14,0.000866056038586519,"CABIN1",""
"4903","Nvec_vc1.1_XM_048725908.1","Nematostella-specific","Nvec-vc1.1-XM-048725908.1",1.47972097897352e-99,4.16854553197541,0.088,0.008,2.44671863873272e-95,"LAMA5","Laminin_N/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_B/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_G_3/Laminin_G_2/Laminin_G_2/Laminin_G_2/Laminin_G_1/Laminin_G_2/"
"4904","Nvec_vc1.1_XM_048725927.1","Nematostella-specific","Nvec-vc1.1-XM-048725927.1",4.31427910626169e-26,-0.849851695033344,0.11,0.189,7.1336605022037e-22,"THOC1","efThoc1/"
"4905","Nvec_vc1.1_XM_048725928.1","Conserved","Nvec-vc1.1-XM-048725928.1",4.13631410597263e-07,-0.487467292562513,0.09,0.125,0.00683939537422575,"GPN3","ATP_bind_1/PCMT/SOCS_box/"
"4906","Nvec_vc1.1_XM_048725941.1","Conserved","Nvec-vc1.1-XM-048725941.1",4.65103237593307e-07,-0.566847152559686,0.057,0.086,0.00769048203360532,"C11orf54","DUF1907/"
"4907","Nvec_vc1.1_XM_048725953.1","Nematostella-specific","Nvec-vc1.1-XM-048725953.1",2.35802905518218e-27,-1.09824199969071,0.067,0.138,3.89900104274373e-23,"","zf-C2H2/"
"4908","Nvec_vc1.1_XM_048725968.1","Nematostella-specific","Nvec-vc1.1-XM-048725968.1",3.00680458622313e-06,-0.744810210194808,0.034,0.056,0.0497175138331994,"MYO19","Myosin_head/IQ/"
"4909","Nvec_vc1.1_XM_048725971.1","Nematostella-specific","Nvec-vc1.1-XM-048725971.1",4.38173277372254e-15,-1.45179984680924,0.017,0.047,7.24519514135021e-11,"","DJ-1_PfpI/"
"4910","Nvec_vc1.1_XM_048725998.1","Conserved","Nvec-vc1.1-XM-048725998.1",9.63027017932377e-07,-0.301814748840897,0.076,0.101,0.0159236517415119,"MUC4","EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_3/NIDO/VWD/EGF_CA/EGF_CA/cEGF/EGF_CA/FXa_inhibition/EGF_CA/SEA/EGF_3/"
"4911","Nvec_vc1.1_XM_048726003.1","Nematostella-specific","Nvec-vc1.1-XM-048726003.1",1.89940108460679e-10,0.754307490939723,0.053,0.041,3.14065969339733e-06,"SLC13A2","Na_sulph_symp/"
"4912","Nvec_vc1.1_XM_048726004.1","Divergent","Nvec-vc1.1-XM-048726004.1",8.75807000102168e-07,-1.31670482953002,0.01,0.024,0.0144814687466893,"MFSD13A","MFS_2/"
"4913","Nvec_vc1.1_XM_048726016.1","Conserved","Nvec-vc1.1-XM-048726016.1",1.86064166098581e-36,-1.30695707399764,0.056,0.136,3.07657098644003e-32,"CDIPT","CDP-OH_P_transf/"
"4914","Nvec_vc1.1_XM_048726017.1","Conserved","Nvec-vc1.1-XM-048726017.1",4.28362456347125e-23,-1.33369057385261,0.031,0.08,7.08297321569971e-19,"FKRP","LicD/"
"4915","Nvec_vc1.1_XM_048726018.1","Conserved","Nvec-vc1.1-XM-048726018.1",3.94025791039625e-10,1.55641433503517,0.027,0.01,6.51521645484019e-06,"EGFL7","FXa_inhibition/FXa_inhibition/cEGF/EGF_CA/EGF_CA/Sushi/Ig_3/Ig_3/"
"4916","Nvec_vc1.1_XM_048726048.1","Conserved","Nvec-vc1.1-XM-048726048.1",2.05249485882683e-12,0.676494423726386,0.129,0.085,3.39380024907017e-08,"OTOF","C2/C2/FerI/C2/FerB/C2/C2/C2/C2/Ferlin_C/"
"4917","Nvec_vc1.1_XM_048726072.1","Nematostella-specific","Nvec-vc1.1-XM-048726072.1",7.7247015701683e-09,-1.21785656280135,0.016,0.036,0.000127727940462733,"SORL1","Sortilin-Vps10/Sortilin_C/PKD/fn3/fn3/fn3/fn3/"
"4918","Nvec_vc1.1_XM_048726076.1","Nematostella-specific","Nvec-vc1.1-XM-048726076.1",6.37682131766825e-17,-0.423984817276231,0.246,0.328,1.05440740487645e-12,"PRODH2","Pro_dh/"
"4919","Nvec_vc1.1_XM_048726080.1","Divergent","Nvec-vc1.1-XM-048726080.1",7.64881440544801e-22,-0.2868992477295,0.373,0.473,1.26473146194083e-17,"OSER1",""
"4920","Nvec_vc1.1_XM_048726081.1","Conserved","Nvec-vc1.1-XM-048726081.1",1.2047507040718e-08,-2.00669047482648,0.007,0.021,0.000199205528918272,"ANPEP","Peptidase_M1_N/Peptidase_M1/ERAP1_C/"
"4921","Nvec_vc1.1_XM_048726086.1","Nematostella-specific","Nvec-vc1.1-XM-048726086.1",8.49964813290841e-09,-1.51045246391958,0.008,0.023,0.000140541681877641,"MAPKAPK5","Pkinase/"
"4922","Nvec_vc1.1_XM_048726093.1","Nematostella-specific","Nvec-vc1.1-XM-048726093.1",1.69523666541233e-29,-0.817322264438733,0.124,0.215,2.8030738262593e-25,"NME7","DUF1126/NDK/NDK/"
"4923","Nvec_vc1.1_XM_048726105.1","Conserved","Nvec-vc1.1-XM-048726105.1",7.55718464549867e-52,-2.00167007175229,0.049,0.136,1.24958048113321e-47,"HPD","Glyoxalase/"
"4924","Nvec_vc1.1_XM_048726128.1","Nematostella-specific","Nvec-vc1.1-XM-048726128.1",6.52753510632551e-68,-0.848118072228981,0.242,0.413,1.07932792983092e-63,"TMEM14C","Tmemb_14/"
"4925","Nvec_vc1.1_XM_048726135.1","Nematostella-specific","Nvec-vc1.1-XM-048726135.1",2.16107310569291e-14,0.928503881421449,0.088,0.048,3.57333438026322e-10,"STK36","Pkinase/HEAT_EZ/"
"4926","Nvec_vc1.1_XM_048726137.1","Nematostella-specific","Nvec-vc1.1-XM-048726137.1",1.36708721949538e-10,-0.626852334251307,0.089,0.132,2.2604787174356e-06,"SLC6A1","SNF/"
"4927","Nvec_vc1.1_XM_048726138.1","Nematostella-specific","Nvec-vc1.1-XM-048726138.1",3.30637523540913e-11,-1.08465416264346,0.022,0.049,5.467091451749e-07,"NLE1","NLE/WD40/WD40/WD40/WD40/WD40/WD40/WD40/"
"4928","Nvec_vc1.1_XM_048726140.1","Nematostella-specific","Nvec-vc1.1-XM-048726140.1",9.72068795215934e-26,2.19161236849179,0.043,0.01,1.60731575288955e-21,"ING4","YqaJ/"
"4929","Nvec_vc1.1_XM_048726141.1","Nematostella-specific","Nvec-vc1.1-XM-048726141.1",1.22894476063781e-138,1.31669799850305,0.435,0.212,2.03206016171461e-134,"NF2","FERM_N/FERM_M/FERM_C/ERM/"
"4930","Nvec_vc1.1_XM_048726169.1","Nematostella-specific","Nvec-vc1.1-XM-048726169.1",1.26869737797244e-11,-0.478182408020273,0.139,0.195,2.09779111447743e-07,"FTSJ3","FtsJ/DUF3381/Spb1_C/"
"4931","Nvec_vc1.1_XM_048726173.1","Conserved","Nvec-vc1.1-XM-048726173.1",6.40343220628161e-30,3.142848222973,0.031,0.004,1.05880751530866e-25,"SACS","HEPN/HEPN/"
"4932","Nvec_vc1.1_XM_048726181.1","Conserved","Nvec-vc1.1-XM-048726181.1",0,3.11538162722339,0.366,0.057,0,"SACS","HEPN/HEPN/HEPN/"
"4933","Nvec_vc1.1_XM_048726183.1","Conserved","Nvec-vc1.1-XM-048726183.1",5.47182013886249e-08,1.03424444026381,0.037,0.018,0.000904765459960913,"TDRKH","KH_1/KH_1/KH_1/"
